electricitytype,sector,codelist_province,year,population_n,area_km2,ratio_population_per_area,electicity_user_amount,house_usage,smallbusiness_usage,mediumbusiness_usage,largebusiness_usage,largebusiness_usage_code,other_usage,business_usage,total_usage,factory_amount,registered_capital,worker_amount,new_factory_amount,new_register_capital,new_worker_amount,all_factory_amount,all_registered_capital,all_worker_amount,average_monthly_income,average_monthly_expenditure,average_debt_per_household,number_of_household,mean_dry_bulb_temperature,mean_maximum_temperature,mean_minimum_temperature,mean_msl_pressure,mean_relative_humidity,mean_station_pressure,std_dry_bulb_temperature,std_maximum_temperature,std_minimum_temperature,std_msl_pressure,std_relative_humidity,std_station_pressure
1.00,1.00,86.00,2554.00,1137357.00,12778.00,89.00,163414.00,235234048.00,84673112.00,177652286.00,134117141.00,1.00,47952322.00,396442539.00,679628909.00,754.00,9334.00,14051.00,30.00,713.00,219.00,784.00,10047.00,14270.00,28021.50,22552.30,130163.60,162.71,26.96,31.97,23.28,1009.78,81.00,1008.69,0.94,1.21,1.17,1.34,1.96,1.37
1.00,1.00,86.00,2555.00,1137357.00,12778.00,89.00,169866.00,254282488.00,91876982.00,182274760.00,160452347.00,1.00,40936584.00,434604089.00,729823161.00,749.00,9912.00,14195.00,21.00,271.00,294.00,770.00,10183.00,14489.00,27780.85,23268.85,163811.05,158.77,26.96,31.97,23.28,1009.78,81.00,1008.69,0.94,1.21,1.17,1.34,1.96,1.37
1.00,1.00,86.00,2556.00,1137357.00,12778.00,89.00,176000.00,268745580.00,101555303.00,191544174.00,149617751.00,1.00,16085428.00,442717228.00,727548236.00,776.00,11191.00,15181.00,36.00,1270.00,987.00,812.00,12461.00,16168.00,27540.20,23985.40,197458.50,154.84,26.96,31.97,23.28,1009.78,81.00,1008.69,0.94,1.21,1.17,1.34,1.96,1.37
1.00,1.00,86.00,2557.00,1137357.00,12778.00,89.00,181889.00,281100695.00,103226864.00,193367419.00,151693116.00,1.00,16237230.00,448287399.00,745625324.00,806.00,11230.00,15417.00,39.00,342.00,309.00,845.00,11572.00,15726.00,28423.15,24263.60,198602.20,155.42,26.96,31.97,23.28,1009.78,81.00,1008.69,0.94,1.21,1.17,1.34,1.96,1.37
1.00,1.00,92.00,2549.00,511304.00,6010.00,85.00,145220.00,221611782.00,49831310.00,102863247.00,117628324.00,1.00,44133916.00,270322881.00,536068579.00,687.00,6897.00,21417.00,20.00,217.00,389.00,707.00,7114.00,21806.00,20801.00,18187.00,133375.00,196.48,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2550.00,511304.00,6010.00,85.00,152079.00,241661901.00,56106109.00,111625338.00,113458320.00,1.00,49319512.00,281189767.00,572171180.00,692.00,6892.00,21647.00,26.00,59.00,199.00,718.00,6951.00,21846.00,23650.00,22686.60,178839.00,201.19,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2551.00,511304.00,6010.00,85.00,157333.00,251332122.00,62601271.00,120547040.00,107692529.00,1.00,47297112.00,290840840.00,589470074.00,563.00,5911.00,19716.00,22.00,261.00,176.00,585.00,6172.00,19892.00,22821.00,21152.30,155860.80,202.27,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2552.00,511304.00,6010.00,85.00,162590.00,257188481.00,67418064.00,127212058.00,107455747.00,1.00,50113334.00,302085869.00,609387684.00,590.00,7520.00,18871.00,51.00,315.00,325.00,641.00,7835.00,19196.00,21992.00,19618.00,132882.60,203.35,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2553.00,511304.00,6010.00,85.00,168218.00,278453059.00,73184646.00,140904802.00,113703701.00,1.00,54539398.00,327793149.00,660785606.00,597.00,7882.00,18428.00,31.00,489.00,354.00,628.00,8371.00,18782.00,29118.60,20270.15,143780.50,204.51,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2554.00,511304.00,6010.00,85.00,173867.00,292418198.00,75360978.00,153331439.00,120054022.00,1.00,65466388.00,348746439.00,706631025.00,613.00,9783.00,19510.00,29.00,2067.00,1306.00,642.00,11850.00,20816.00,36245.20,20922.30,154678.40,205.66,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2555.00,511304.00,6010.00,85.00,179671.00,309053447.00,82433842.00,153438899.00,145179980.00,1.00,49855183.00,381052721.00,739961351.00,620.00,10979.00,20172.00,25.00,1320.00,690.00,645.00,12299.00,20862.00,34757.55,19014.70,157442.70,192.96,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2556.00,511304.00,6010.00,85.00,184877.00,323377231.00,97137346.00,170097735.00,153965509.00,1.00,21494822.00,421200590.00,766072643.00,641.00,11390.00,20271.00,28.00,261.00,148.00,669.00,11651.00,20419.00,33269.90,17107.10,160207.00,180.25,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,1.00,92.00,2557.00,511304.00,6010.00,85.00,189781.00,326273240.00,99081800.00,164529920.00,174479236.00,1.00,21285285.00,438090956.00,785649481.00,661.00,12078.00,20847.00,18.00,320.00,209.00,679.00,12398.00,21056.00,28289.50,18451.00,146039.80,180.83,27.15,32.89,22.71,1009.36,81.95,1007.63,0.66,1.37,0.50,0.75,5.18,0.75
1.00,2.00,23.00,2549.00,643164.00,4918.00,131.00,62368.00,92134845.00,51754366.00,96578265.00,23138369.00,1.00,51556692.00,171471000.00,315162537.00,393.00,2217.72,4400.00,23.00,122.02,408.00,416.00,2339.75,4808.00,20286.00,13439.00,90976.00,77.83,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2550.00,643164.00,4918.00,131.00,64664.00,101740788.00,56357454.00,103942286.00,28136256.00,1.00,59801821.00,188435996.00,349978605.00,385.00,2469.66,4570.00,15.00,278.74,402.00,400.00,2748.40,4972.00,16664.00,17050.80,122305.00,79.12,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2551.00,643164.00,4918.00,131.00,66593.00,106820212.00,55956145.00,99846945.00,39770890.00,1.00,66836370.00,195573980.00,369230562.00,362.00,2452.03,4610.00,9.00,36.72,37.00,371.00,2488.75,4647.00,16806.50,16356.90,110757.50,79.42,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2552.00,643164.00,4918.00,131.00,68655.00,111874349.00,59229062.00,109414279.00,52795160.00,1.00,70052502.00,221438501.00,403365352.00,368.00,2514.04,4274.00,11.00,58.10,142.00,379.00,2572.14,4416.00,16949.00,15663.00,99210.00,79.73,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2553.00,643164.00,4918.00,131.00,70705.00,123361158.00,67124478.00,124155872.00,48108288.00,1.00,77116670.00,239388638.00,439866466.00,374.00,2648.88,4162.00,28.00,220.20,195.00,402.00,2869.08,4357.00,22533.60,16184.65,95278.20,80.06,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2554.00,643164.00,4918.00,131.00,72699.00,126604202.00,66324691.00,123312866.00,47869664.00,1.00,76108518.00,237507221.00,440219941.00,367.00,2550.81,4157.00,12.00,69.27,194.00,379.00,2620.08,4351.00,28118.20,16706.30,91346.40,80.40,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2555.00,643164.00,4918.00,131.00,75337.00,135723205.00,66229814.00,134932871.00,60470205.00,1.00,83987805.00,261632890.00,481343900.00,367.00,2690.41,4084.00,20.00,205.51,144.00,387.00,2895.92,4228.00,24885.50,17416.48,119242.55,84.23,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2556.00,643164.00,4918.00,131.00,77865.00,143245663.00,71825102.00,128921356.00,61906451.00,1.00,76773262.00,262652909.00,482671834.00,384.00,2989.06,4271.00,21.00,308.10,239.00,405.00,3297.16,4510.00,21652.80,18126.65,147138.70,88.06,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,23.00,2557.00,643164.00,4918.00,131.00,80030.00,147950772.00,74424652.00,134707149.00,66585495.00,1.00,72464608.00,275717296.00,496132676.00,393.00,3390.77,4299.00,13.00,425.83,110.00,406.00,3816.59,4409.00,23492.85,18557.83,147126.25,90.73,27.29,31.68,23.55,1009.76,80.80,1009.09,0.59,0.77,0.87,1.43,5.86,1.46
1.00,2.00,26.00,2549.00,665620.00,16407.00,41.00,65208.00,96271812.00,29705905.00,61309722.00,68108565.00,1.00,32838431.00,159124192.00,288234435.00,295.00,5331.91,7887.00,35.00,346.47,372.00,330.00,5678.38,8259.00,14104.00,12889.00,96838.00,78.89,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2550.00,665620.00,16407.00,41.00,67085.00,102417638.00,31294785.00,65593287.00,74785843.00,1.00,35396853.00,171673915.00,309488406.00,300.00,5232.04,7541.00,8.00,88.95,168.00,308.00,5320.99,7709.00,15983.00,13806.90,98113.00,80.59,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2551.00,665620.00,16407.00,41.00,68938.00,104477939.00,32019027.00,71801566.00,78370325.00,1.00,37095058.00,182190918.00,323763915.00,299.00,5329.71,7826.00,16.00,308.17,481.00,315.00,5637.88,8307.00,16743.00,15133.45,88766.55,80.83,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2552.00,665620.00,16407.00,41.00,70393.00,111619609.00,33516612.00,63842158.00,101994840.00,1.00,38648772.00,199353610.00,349621991.00,293.00,4556.09,6119.00,8.00,37.15,58.00,301.00,4593.24,6177.00,17503.00,16460.00,79420.10,81.07,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2553.00,665620.00,16407.00,41.00,73114.00,122926074.00,37272103.00,72685190.00,113351827.00,1.00,44217996.00,223309120.00,390453190.00,303.00,6063.27,6799.00,15.00,700.64,299.00,318.00,6763.90,7098.00,17272.70,17078.45,78255.45,81.32,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2554.00,665620.00,16407.00,41.00,75332.00,121782449.00,38889858.00,76217982.00,115440501.00,1.00,41369792.00,230548341.00,393700582.00,294.00,5960.87,6687.00,8.00,110.63,130.00,302.00,6071.50,6817.00,17042.40,17696.90,77090.80,81.58,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2555.00,665620.00,16407.00,41.00,77505.00,133713942.00,44779558.00,89345498.00,132067380.00,1.00,35347176.00,266192436.00,435253554.00,302.00,6164.48,7133.00,10.00,126.40,258.00,312.00,6290.88,7391.00,20216.50,17589.75,105565.40,83.30,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2556.00,665620.00,16407.00,41.00,80020.00,140183003.00,52151632.00,98807456.00,133534672.00,1.00,17788191.00,284493760.00,442464954.00,317.00,7703.09,8004.00,20.00,1595.97,623.00,337.00,9299.06,8627.00,23390.60,17482.59,134040.00,85.03,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,26.00,2557.00,665620.00,16407.00,41.00,82417.00,146677185.00,55244894.00,105594389.00,145487065.00,1.00,18612641.00,306326348.00,471616174.00,322.00,7667.07,7311.00,32.00,334.55,264.00,354.00,8001.62,7575.00,23472.80,17818.05,139348.65,86.39,28.29,33.86,23.86,1009.43,74.10,1008.38,1.08,1.34,1.82,2.00,6.51,1.96
1.00,2.00,73.00,2549.00,260751.00,2122.00,123.00,215716.00,448088329.00,241950059.00,787057273.00,1292925231.00,1.00,158976576.00,2321932563.00,2928997468.00,2843.00,100871.27,144822.00,195.00,6012.18,7087.00,3038.00,106883.46,151909.00,33835.00,17064.00,167798.00,283.89,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2550.00,260751.00,2122.00,123.00,224673.00,480206063.00,251207400.00,826733377.00,1324461827.00,1.00,171689930.00,2402402604.00,3054298597.00,2969.00,107724.16,150918.00,156.00,8430.42,5173.00,3125.00,116154.58,156091.00,25447.00,15980.50,100110.00,301.20,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2551.00,260751.00,2122.00,123.00,232164.00,493759309.00,255816339.00,821808637.00,1341577452.00,1.00,166425722.00,2419202428.00,3079387459.00,2686.00,109529.29,145530.00,140.00,6130.26,6428.00,2826.00,115659.56,151958.00,25218.00,18194.75,100569.90,302.74,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2552.00,260751.00,2122.00,123.00,239982.00,520243934.00,266107079.00,857211248.00,1285435003.00,1.00,169013957.00,2408753330.00,3098011221.00,2763.00,116075.27,149474.00,129.00,5233.13,4207.00,2892.00,121308.41,153681.00,24989.00,20409.00,101029.80,304.27,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2553.00,260751.00,2122.00,123.00,247374.00,577093653.00,284201013.00,894637281.00,1581555351.00,1.00,187890562.00,2760393645.00,3525377860.00,2873.00,122930.86,154855.00,117.00,6418.87,3629.00,2990.00,129349.73,158484.00,23971.90,20857.20,80257.10,305.55,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2554.00,260751.00,2122.00,123.00,255095.00,570878942.00,280824037.00,756087978.00,1770159470.00,1.00,186095195.00,2807071485.00,3564045622.00,3003.00,137015.88,160445.00,146.00,8853.93,3939.00,3149.00,145869.81,164384.00,22954.80,21305.40,59484.40,306.83,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2555.00,260751.00,2122.00,123.00,265502.00,641146505.00,309504355.00,815704236.00,1959666969.00,1.00,169590463.00,3084875560.00,3895612528.00,3120.00,141225.26,165433.00,142.00,3772.53,3147.00,3262.00,144997.80,168580.00,26905.15,23590.88,117689.15,308.07,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2556.00,260751.00,2122.00,123.00,274222.00,665597433.00,338424355.00,885323425.00,1985341644.00,1.00,72933160.00,3209089424.00,3947620017.00,3352.00,161742.38,172768.00,240.00,18159.56,6764.00,3592.00,179901.94,179532.00,30855.50,25876.36,175893.90,309.31,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,2.00,73.00,2557.00,260751.00,2122.00,123.00,283988.00,692626840.00,342175103.00,913983879.00,2039499385.00,1.00,82686667.00,3295658367.00,4070971874.00,3519.00,175812.63,174341.00,191.00,10763.89,4696.00,3710.00,186576.52,179037.00,35601.25,25950.78,164698.95,316.80,27.70,33.23,23.26,1009.35,77.72,1008.25,1.63,1.71,1.89,2.10,3.16,2.09
1.00,4.00,48.00,2549.00,920030.00,2168.00,424.00,156721.00,120348810.00,33700721.00,19547221.00,815826.00,1.00,28132900.00,54063768.00,202545478.00,358.00,1799.40,3912.00,23.00,57.88,183.00,381.00,1857.28,4095.00,9927.00,11665.00,85741.00,215.90,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2550.00,920030.00,2168.00,424.00,161949.00,126993659.00,37819799.00,21576944.00,542580.00,1.00,31631644.00,59939323.00,218564626.00,348.00,2081.73,4422.00,16.00,312.73,668.00,364.00,2394.45,5090.00,10009.00,12049.20,70049.00,216.80,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2551.00,920030.00,2168.00,424.00,166021.00,128318217.00,39428041.00,26631935.00,,0.00,33654065.00,66059976.00,228032258.00,340.00,1815.48,3819.00,18.00,249.02,246.00,358.00,2064.50,4065.00,11434.00,11437.60,81239.50,217.29,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2552.00,920030.00,2168.00,424.00,169596.00,142844376.00,41326631.00,31697694.00,699328.00,1.00,37635036.00,73723653.00,254203065.00,342.00,2014.28,3896.00,14.00,237.36,171.00,356.00,2251.64,4067.00,12859.00,10826.00,92430.00,217.77,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2553.00,920030.00,2168.00,424.00,174612.00,158023031.00,43206380.00,36863156.00,899508.00,1.00,42382953.00,80969044.00,281375028.00,362.00,2175.91,3917.00,34.00,208.05,239.00,396.00,2383.96,4156.00,13456.20,11136.55,84383.90,218.23,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2554.00,920030.00,2168.00,424.00,179117.00,161934830.00,44356468.00,37917227.00,7043875.00,1.00,41902181.00,89317570.00,293154581.00,403.00,4298.11,4439.00,53.00,2168.85,577.00,456.00,6466.96,5016.00,14053.40,11447.10,76337.80,218.69,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2555.00,920030.00,2168.00,424.00,185143.00,178161161.00,51331472.00,38323219.00,20709703.00,1.00,36602791.00,110364394.00,325128346.00,421.00,4385.33,4735.00,27.00,147.71,436.00,448.00,4533.04,5171.00,14181.90,12004.68,83374.40,193.40,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2556.00,920030.00,2168.00,424.00,190680.00,184395805.00,63907162.00,53957289.00,23061844.00,1.00,13117915.00,140926295.00,338440015.00,429.00,5848.73,4718.00,19.00,1442.23,167.00,448.00,7290.96,4885.00,14310.40,12562.25,90411.00,168.12,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,48.00,2557.00,920030.00,2168.00,424.00,195925.00,195242926.00,67252489.00,59069099.00,31527169.00,1.00,14205606.00,157848757.00,367297289.00,443.00,5514.73,4858.00,35.00,221.71,273.00,478.00,5736.44,5131.00,15057.40,13267.68,96613.50,165.69,25.90,31.72,21.45,1009.99,75.70,996.11,2.32,1.73,3.37,3.39,7.67,2.09
1.00,4.00,30.00,2549.00,719136.00,5513.00,130.00,607319.00,727883704.00,220251056.00,477030429.00,1608379460.00,1.00,188911708.00,2305660945.00,3222456357.00,7247.00,97633.92,111551.00,114.00,2200.23,2176.00,7361.00,99834.14,113727.00,13320.00,13665.00,93790.00,794.91,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2550.00,719136.00,5513.00,130.00,624549.00,786948504.00,232535020.00,524657753.00,1699055673.00,1.00,208978915.00,2456248446.00,3452175865.00,7288.00,108836.25,116191.00,130.00,9865.67,4420.00,7418.00,118701.92,120611.00,14177.00,14250.80,108337.00,808.19,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2551.00,719136.00,5513.00,130.00,640150.00,814630017.00,238881895.00,542010933.00,1770997205.00,1.00,211822139.00,2551890033.00,3578342189.00,7299.00,112118.04,117108.00,85.00,1915.33,2419.00,7384.00,114033.37,119527.00,16667.50,14823.90,121495.70,809.78,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2552.00,719136.00,5513.00,130.00,660373.00,868365525.00,258494668.00,557763089.00,1787128019.00,1.00,238828537.00,2603385776.00,3710579838.00,7307.00,114706.13,121361.00,90.00,3154.36,3701.00,7397.00,117860.49,125062.00,19158.00,15397.00,134654.40,811.36,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2553.00,719136.00,5513.00,130.00,681825.00,911845787.00,318621333.00,609390582.00,1941627855.00,1.00,257473483.00,2869639770.00,4038959040.00,7348.00,116829.74,125220.00,81.00,3182.98,809.00,7429.00,120012.72,126029.00,19278.70,15507.60,125381.40,802.13,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2554.00,719136.00,5513.00,130.00,703523.00,928568480.00,319873797.00,607622373.00,2051907066.00,1.00,263876813.00,2979403236.00,4171848529.00,7480.00,162894.19,131926.00,148.00,44906.50,6913.00,7628.00,207800.70,138839.00,19399.40,15618.20,116108.40,792.91,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2555.00,719136.00,5513.00,130.00,730346.00,1033863268.00,358667659.00,625446469.00,2403888741.00,1.00,247524767.00,3388002869.00,4669390904.00,7570.00,173075.76,136603.00,116.00,10715.49,3115.00,7686.00,183791.24,139718.00,20939.30,16694.73,143405.90,772.99,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2556.00,719136.00,5513.00,130.00,752608.00,1087008333.00,403008109.00,720801978.00,2491694153.00,1.00,133114718.00,3615504240.00,4835627291.00,7676.00,185917.39,133241.00,171.00,17485.94,5426.00,7847.00,203403.33,138667.00,22479.20,17771.26,170703.40,753.08,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,4.00,30.00,2557.00,719136.00,5513.00,130.00,774062.00,1145865297.00,424426540.00,750479344.00,2647308967.00,1.00,144775357.00,3822214851.00,5112855505.00,7744.00,193535.67,140135.00,117.00,10111.20,2983.00,7861.00,203646.87,143118.00,24427.75,18208.33,208231.75,746.97,26.73,32.26,22.20,1009.49,72.01,987.48,1.72,1.86,2.38,2.66,6.27,1.47
1.00,1.00,80.00,2549.00,2648927.00,20494.00,129.00,363754.00,474660288.00,109373700.00,161798633.00,192207843.00,1.00,87592516.00,463380176.00,1025632980.00,1614.00,44366.00,20921.00,94.00,872.00,886.00,1708.00,45238.00,21807.00,17377.00,19225.00,107541.00,496.72,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2550.00,2648927.00,20494.00,129.00,377004.00,517528673.00,123843378.00,157864151.00,196380398.00,1.00,97984035.00,478087927.00,1093600635.00,1665.00,45290.00,21521.00,115.00,1173.00,1117.00,1780.00,46463.00,22638.00,18087.00,20755.90,104004.00,518.89,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2551.00,2648927.00,20494.00,129.00,387121.00,539946003.00,132043933.00,168278992.00,199427020.00,1.00,101265377.00,499749945.00,1140961325.00,1737.00,45542.00,21179.00,95.00,363.00,527.00,1832.00,45905.00,21706.00,20691.50,21428.95,135994.35,521.63,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2552.00,2648927.00,20494.00,129.00,398929.00,553880790.00,148616897.00,183957269.00,201504772.00,1.00,109777795.00,534078938.00,1197737523.00,1826.00,46569.00,22125.00,106.00,887.00,762.00,1932.00,47456.00,22887.00,23296.00,22102.00,167984.70,524.36,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2553.00,2648927.00,20494.00,129.00,412558.00,594345460.00,164842334.00,207870642.00,231731977.00,1.00,123460129.00,604444953.00,1322250542.00,1840.00,48103.00,21780.00,67.00,1598.00,682.00,1907.00,49701.00,22462.00,26633.20,20733.10,128804.75,527.22,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2554.00,2648927.00,20494.00,129.00,426332.00,620019997.00,172335114.00,220348319.00,241476751.00,1.00,126271155.00,634160184.00,1380451336.00,1917.00,49988.00,22424.00,79.00,1901.00,676.00,1996.00,51889.00,23100.00,29970.40,19364.20,89624.80,530.08,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2555.00,2648927.00,20494.00,129.00,441733.00,666603523.00,193145747.00,251134343.00,263777868.00,1.00,109424002.00,708057958.00,1484085483.00,1979.00,51059.00,23557.00,60.00,1045.00,1114.00,2039.00,52104.00,24671.00,28724.65,20012.69,106651.30,491.36,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2556.00,2648927.00,20494.00,129.00,455815.00,696499332.00,207848671.00,294721992.00,255573934.00,1.00,36930765.00,758144597.00,1491574694.00,2074.00,52769.00,24532.00,102.00,1973.00,976.00,2176.00,54742.00,25508.00,27478.90,20661.17,123677.80,452.64,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
1.00,1.00,80.00,2557.00,2648927.00,20494.00,129.00,468879.00,716827431.00,207706438.00,292133256.00,259493146.00,1.00,36437409.00,759332840.00,1512597680.00,2145.00,54258.00,24953.00,71.00,1504.00,681.00,2216.00,55762.00,25634.00,26301.45,20244.94,144076.95,448.46,27.17,32.34,23.50,1009.76,82.74,1008.10,0.76,1.40,0.67,1.09,3.12,1.19
0.00,2.00,12.00,2549.00,1059887.00,9598.00,110.00,349311.00,1191407582.00,322712008.00,524032518.00,784027402.00,1.00,163733525.00,1630771928.00,2985913035.00,2007.00,59709.42,77798.00,112.00,1801.19,2468.00,2119.00,61510.61,80266.00,31152.00,32423.00,179007.00,301.44,28.61,33.27,24.93,1009.40,73.06,1008.22,1.28,1.32,1.61,2.11,3.84,2.10
0.00,2.00,12.00,2550.00,1059887.00,9598.00,110.00,369854.00,1267495089.00,352061782.00,538718322.00,787608881.00,1.00,188858914.00,1678388985.00,3134742988.00,2035.00,57353.63,78154.00,62.00,1610.04,2226.00,2097.00,58963.67,80380.00,32743.00,29099.30,196895.00,310.68,28.61,33.27,24.93,1009.40,73.06,1008.22,1.28,1.32,1.61,2.11,3.84,2.10
0.00,2.00,12.00,2551.00,1059887.00,9598.00,110.00,393330.00,1328897716.00,381679526.00,529546335.00,777449039.00,1.00,177671922.00,1688674900.00,3195244538.00,2036.00,60548.93,76867.00,54.00,1927.48,1098.00,2090.00,62476.41,77965.00,33684.50,28915.15,218832.00,311.39,28.61,33.27,24.93,1009.40,73.06,1008.22,1.28,1.32,1.61,2.11,3.84,2.10
